study,subject,session,phase,condition,file,file_name,character_index,inferred_target_code,inferred_target_label,target_flash_count,majority_count,majority_agreement,segmentation
StudyD,D_12,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/Dyn/D_12_SE001_Dyn_Test02.edf,D_12_SE001_Dyn_Test02.edf,1,3,C,26,7,0.2692307692307692,adaptive_currenttarget_distribution
StudyD,D_12,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/Dyn/D_12_SE001_Dyn_Test03.edf,D_12_SE001_Dyn_Test03.edf,1,3,C,22,8,0.36363636363636365,adaptive_currenttarget_distribution
StudyD,D_12,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/Dyn/D_12_SE001_Dyn_Test04.edf,D_12_SE001_Dyn_Test04.edf,1,21,U,22,6,0.2727272727272727,adaptive_currenttarget_distribution
StudyD,D_12,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/Dyn/D_12_SE001_Dyn_Test05.edf,D_12_SE001_Dyn_Test05.edf,1,1,A,15,6,0.4,adaptive_currenttarget_distribution
StudyD,D_12,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/Dyn/D_12_SE001_Dyn_Test06.edf,D_12_SE001_Dyn_Test06.edf,1,31,4,23,10,0.43478260869565216,adaptive_currenttarget_distribution
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test01.edf,D_12_SE001_DynBigram_Test01.edf,1,9,I,22,5,0.22727272727272727,adaptive_currenttarget_distribution
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test02.edf,D_12_SE001_DynBigram_Test02.edf,1,5,E,17,6,0.35294117647058826,adaptive_currenttarget_distribution
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test03.edf,D_12_SE001_DynBigram_Test03.edf,1,2,B,19,5,0.2631578947368421,adaptive_currenttarget_distribution
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test04.edf,D_12_SE001_DynBigram_Test04.edf,1,12,L,21,7,0.3333333333333333,adaptive_currenttarget_distribution
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test05.edf,D_12_SE001_DynBigram_Test05.edf,1,15,O,21,5,0.23809523809523808,adaptive_currenttarget_distribution
StudyD,D_12,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Test/DynBigram/D_12_SE001_DynBigram_Test06.edf,D_12_SE001_DynBigram_Test06.edf,1,37,0,19,7,0.3684210526315789,adaptive_currenttarget_distribution
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train11.edf,D_12_SE001_RC_Train11.edf,1,20,T,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train11.edf,D_12_SE001_RC_Train11.edf,2,18,R,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train11.edf,D_12_SE001_RC_Train11.edf,3,25,Y,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train11.edf,D_12_SE001_RC_Train11.edf,4,9,I,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train11.edf,D_12_SE001_RC_Train11.edf,5,14,N,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train11.edf,D_12_SE001_RC_Train11.edf,6,7,G,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train12.edf,D_12_SE001_RC_Train12.edf,1,3,C,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train12.edf,D_12_SE001_RC_Train12.edf,2,18,R,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train12.edf,D_12_SE001_RC_Train12.edf,3,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train12.edf,D_12_SE001_RC_Train12.edf,4,1,A,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train12.edf,D_12_SE001_RC_Train12.edf,5,20,T,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train12.edf,D_12_SE001_RC_Train12.edf,6,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train13.edf,D_12_SE001_RC_Train13.edf,1,2,B,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train13.edf,D_12_SE001_RC_Train13.edf,2,18,R,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train13.edf,D_12_SE001_RC_Train13.edf,3,15,O,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train13.edf,D_12_SE001_RC_Train13.edf,4,11,K,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train13.edf,D_12_SE001_RC_Train13.edf,5,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train13.edf,D_12_SE001_RC_Train13.edf,6,14,N,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train14.edf,D_12_SE001_RC_Train14.edf,1,1,A,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train14.edf,D_12_SE001_RC_Train14.edf,2,3,C,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train14.edf,D_12_SE001_RC_Train14.edf,3,3,C,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train14.edf,D_12_SE001_RC_Train14.edf,4,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train14.edf,D_12_SE001_RC_Train14.edf,5,16,P,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train14.edf,D_12_SE001_RC_Train14.edf,6,20,T,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train15.edf,D_12_SE001_RC_Train15.edf,1,18,R,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train15.edf,D_12_SE001_RC_Train15.edf,2,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train15.edf,D_12_SE001_RC_Train15.edf,3,16,P,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train15.edf,D_12_SE001_RC_Train15.edf,4,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train15.edf,D_12_SE001_RC_Train15.edf,5,1,A,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train15.edf,D_12_SE001_RC_Train15.edf,6,20,T,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train16.edf,D_12_SE001_RC_Train16.edf,1,29,2,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train16.edf,D_12_SE001_RC_Train16.edf,2,35,8,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train16.edf,D_12_SE001_RC_Train16.edf,3,35,8,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train16.edf,D_12_SE001_RC_Train16.edf,4,34,7,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train16.edf,D_12_SE001_RC_Train16.edf,5,36,9,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_12,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_12/SE001/Train/RC/D_12_SE001_RC_Train16.edf,D_12_SE001_RC_Train16.edf,6,31,4,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test01.edf,D_13_SE001_Dyn_Test01.edf,1,19,S,87,29,0.3333333333333333,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test02.edf,D_13_SE001_Dyn_Test02.edf,1,5,E,76,26,0.34210526315789475,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test03.edf,D_13_SE001_Dyn_Test03.edf,1,21,U,106,41,0.3867924528301887,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test04.edf,D_13_SE001_Dyn_Test04.edf,1,5,E,78,39,0.5,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test05.edf,D_13_SE001_Dyn_Test05.edf,1,20,T,87,32,0.367816091954023,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/Dyn/D_13_SE001_Dyn_Test06.edf,D_13_SE001_Dyn_Test06.edf,1,28,1,101,38,0.37623762376237624,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test01.edf,D_13_SE001_DynBigram_Test01.edf,1,12,L,97,21,0.21649484536082475,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test02.edf,D_13_SE001_DynBigram_Test02.edf,1,5,E,54,15,0.2777777777777778,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test03.edf,D_13_SE001_DynBigram_Test03.edf,1,5,E,71,21,0.29577464788732394,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test04.edf,D_13_SE001_DynBigram_Test04.edf,1,9,I,78,19,0.24358974358974358,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test05.edf,D_13_SE001_DynBigram_Test05.edf,1,14,N,100,21,0.21,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Test/DynBigram/D_13_SE001_DynBigram_Test06.edf,D_13_SE001_DynBigram_Test06.edf,1,28,1,107,36,0.3364485981308411,adaptive_currenttarget_distribution
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train01.edf,D_13_SE001_RC_Train01.edf,1,9,I,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train01.edf,D_13_SE001_RC_Train01.edf,2,14,N,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train01.edf,D_13_SE001_RC_Train01.edf,3,19,S,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train01.edf,D_13_SE001_RC_Train01.edf,4,9,I,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train01.edf,D_13_SE001_RC_Train01.edf,5,4,D,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train01.edf,D_13_SE001_RC_Train01.edf,6,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train02.edf,D_13_SE001_RC_Train02.edf,1,1,A,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train02.edf,D_13_SE001_RC_Train02.edf,2,20,T,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train02.edf,D_13_SE001_RC_Train02.edf,3,20,T,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train02.edf,D_13_SE001_RC_Train02.edf,4,1,A,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train02.edf,D_13_SE001_RC_Train02.edf,5,3,C,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train02.edf,D_13_SE001_RC_Train02.edf,6,11,K,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train03.edf,D_13_SE001_RC_Train03.edf,1,4,D,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train03.edf,D_13_SE001_RC_Train03.edf,2,1,A,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train03.edf,D_13_SE001_RC_Train03.edf,3,13,M,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train03.edf,D_13_SE001_RC_Train03.edf,4,1,A,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train03.edf,D_13_SE001_RC_Train03.edf,5,7,G,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train03.edf,D_13_SE001_RC_Train03.edf,6,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train04.edf,D_13_SE001_RC_Train04.edf,1,6,F,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train04.edf,D_13_SE001_RC_Train04.edf,2,15,O,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train04.edf,D_13_SE001_RC_Train04.edf,3,18,R,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train04.edf,D_13_SE001_RC_Train04.edf,4,3,C,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train04.edf,D_13_SE001_RC_Train04.edf,5,5,E,20,20,1.0,fixed_blocks_20_target_flashes
StudyD,D_13,SE001,Train,RC,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_13/SE001/Train/RC/D_13_SE001_RC_Train04.edf,D_13_SE001_RC_Train04.edf,6,4,D,20,20,1.0,fixed_blocks_20_target_flashes
