study,subject,session,phase,condition,file,file_name,flag_type,detail
StudyD,D_14,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/Dyn/D_14_SE001_Dyn_Test03.edf,D_14_SE001_Dyn_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 41.0%.
StudyD,D_14,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/Dyn/D_14_SE001_Dyn_Test04.edf,D_14_SE001_Dyn_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 37.0%.
StudyD,D_14,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/Dyn/D_14_SE001_Dyn_Test05.edf,D_14_SE001_Dyn_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 27.6%.
StudyD,D_14,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/Dyn/D_14_SE001_Dyn_Test06.edf,D_14_SE001_Dyn_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 43.9%.
StudyD,D_14,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/DynBigram/D_14_SE001_DynBigram_Test01.edf,D_14_SE001_DynBigram_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 40.0%.
StudyD,D_14,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/DynBigram/D_14_SE001_DynBigram_Test02.edf,D_14_SE001_DynBigram_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 25.8%.
StudyD,D_14,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/DynBigram/D_14_SE001_DynBigram_Test03.edf,D_14_SE001_DynBigram_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 21.9%.
StudyD,D_14,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/DynBigram/D_14_SE001_DynBigram_Test04.edf,D_14_SE001_DynBigram_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 27.3%.
StudyD,D_14,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/DynBigram/D_14_SE001_DynBigram_Test05.edf,D_14_SE001_DynBigram_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 35.7%.
StudyD,D_14,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_14/SE001/Test/DynBigram/D_14_SE001_DynBigram_Test06.edf,D_14_SE001_DynBigram_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 24.5%.
StudyD,D_15,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/Dyn/D_15_SE001_Dyn_Test01.edf,D_15_SE001_Dyn_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 26.7%.
StudyD,D_15,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/Dyn/D_15_SE001_Dyn_Test02.edf,D_15_SE001_Dyn_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 26.3%.
StudyD,D_15,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/Dyn/D_15_SE001_Dyn_Test03.edf,D_15_SE001_Dyn_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 35.3%.
StudyD,D_15,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/Dyn/D_15_SE001_Dyn_Test04.edf,D_15_SE001_Dyn_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 33.3%.
StudyD,D_15,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/Dyn/D_15_SE001_Dyn_Test05.edf,D_15_SE001_Dyn_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 38.6%.
StudyD,D_15,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/Dyn/D_15_SE001_Dyn_Test06.edf,D_15_SE001_Dyn_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 27.8%.
StudyD,D_15,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/DynBigram/D_15_SE001_DynBigram_Test01.edf,D_15_SE001_DynBigram_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 35.5%.
StudyD,D_15,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/DynBigram/D_15_SE001_DynBigram_Test02.edf,D_15_SE001_DynBigram_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 40.9%.
StudyD,D_15,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/DynBigram/D_15_SE001_DynBigram_Test03.edf,D_15_SE001_DynBigram_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 24.0%.
StudyD,D_15,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/DynBigram/D_15_SE001_DynBigram_Test04.edf,D_15_SE001_DynBigram_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 33.3%.
StudyD,D_15,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/DynBigram/D_15_SE001_DynBigram_Test05.edf,D_15_SE001_DynBigram_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 36.0%.
StudyD,D_15,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_15/SE001/Test/DynBigram/D_15_SE001_DynBigram_Test06.edf,D_15_SE001_DynBigram_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 37.8%.
StudyD,D_16,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/Dyn/D_16_SE001_Dyn_Test01.edf,D_16_SE001_Dyn_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 30.8%.
StudyD,D_16,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/Dyn/D_16_SE001_Dyn_Test02.edf,D_16_SE001_Dyn_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 30.8%.
StudyD,D_16,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/Dyn/D_16_SE001_Dyn_Test03.edf,D_16_SE001_Dyn_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 21.7%.
StudyD,D_16,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/Dyn/D_16_SE001_Dyn_Test04.edf,D_16_SE001_Dyn_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 37.5%.
StudyD,D_16,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/Dyn/D_16_SE001_Dyn_Test05.edf,D_16_SE001_Dyn_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 19.2%.
StudyD,D_16,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/Dyn/D_16_SE001_Dyn_Test06.edf,D_16_SE001_Dyn_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 42.3%.
StudyD,D_16,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/DynBigram/D_16_SE001_DynBigram_Test01.edf,D_16_SE001_DynBigram_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 22.7%.
StudyD,D_16,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/DynBigram/D_16_SE001_DynBigram_Test02.edf,D_16_SE001_DynBigram_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 56.7%.
StudyD,D_16,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/DynBigram/D_16_SE001_DynBigram_Test03.edf,D_16_SE001_DynBigram_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 31.8%.
StudyD,D_16,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/DynBigram/D_16_SE001_DynBigram_Test04.edf,D_16_SE001_DynBigram_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 25.0%.
StudyD,D_16,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/DynBigram/D_16_SE001_DynBigram_Test05.edf,D_16_SE001_DynBigram_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 26.1%.
StudyD,D_16,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_16/SE001/Test/DynBigram/D_16_SE001_DynBigram_Test06.edf,D_16_SE001_DynBigram_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 30.6%.
StudyD,D_17,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/Dyn/D_17_SE001_Dyn_Test01.edf,D_17_SE001_Dyn_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 31.5%.
StudyD,D_17,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/Dyn/D_17_SE001_Dyn_Test02.edf,D_17_SE001_Dyn_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 23.3%.
StudyD,D_17,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/Dyn/D_17_SE001_Dyn_Test03.edf,D_17_SE001_Dyn_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 27.0%.
StudyD,D_17,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/Dyn/D_17_SE001_Dyn_Test04.edf,D_17_SE001_Dyn_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 25.8%.
StudyD,D_17,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/Dyn/D_17_SE001_Dyn_Test05.edf,D_17_SE001_Dyn_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 31.0%.
StudyD,D_17,SE001,Test,Dyn,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/Dyn/D_17_SE001_Dyn_Test06.edf,D_17_SE001_Dyn_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 35.1%.
StudyD,D_17,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/DynBigram/D_17_SE001_DynBigram_Test01.edf,D_17_SE001_DynBigram_Test01.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 32.5%.
StudyD,D_17,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/DynBigram/D_17_SE001_DynBigram_Test02.edf,D_17_SE001_DynBigram_Test02.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 43.5%.
StudyD,D_17,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/DynBigram/D_17_SE001_DynBigram_Test03.edf,D_17_SE001_DynBigram_Test03.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 26.2%.
StudyD,D_17,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/DynBigram/D_17_SE001_DynBigram_Test04.edf,D_17_SE001_DynBigram_Test04.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 26.3%.
StudyD,D_17,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/DynBigram/D_17_SE001_DynBigram_Test05.edf,D_17_SE001_DynBigram_Test05.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 24.2%.
StudyD,D_17,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/DynBigram/D_17_SE001_DynBigram_Test06.edf,D_17_SE001_DynBigram_Test06.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 41.5%.
StudyD,D_17,SE001,Test,DynBigram,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyD/D_17/SE001/Test/DynBigram/D_17_SE001_DynBigram_Test07.edf,D_17_SE001_DynBigram_Test07.edf,adaptive_currenttarget_varies,Character block 1 majority agreement is 26.3%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test01.edf,E_01_SE001_CB_Test01.edf,fixed_block_remainder,27 target flashes is not divisible by 10. Last 7 target flashes are not assigned to a character block.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test01.edf,E_01_SE001_CB_Test01.edf,low_currenttarget_agreement,Character block 1 majority agreement is 60.0%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test02.edf,E_01_SE001_CB_Test02.edf,fixed_block_remainder,45 target flashes is not divisible by 10. Last 5 target flashes are not assigned to a character block.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test02.edf,E_01_SE001_CB_Test02.edf,low_currenttarget_agreement,Character block 1 majority agreement is 80.0%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test02.edf,E_01_SE001_CB_Test02.edf,low_currenttarget_agreement,Character block 2 majority agreement is 70.0%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test02.edf,E_01_SE001_CB_Test02.edf,low_currenttarget_agreement,Character block 3 majority agreement is 70.0%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test02.edf,E_01_SE001_CB_Test02.edf,low_currenttarget_agreement,Character block 4 majority agreement is 50.0%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test03.edf,E_01_SE001_CB_Test03.edf,fixed_block_remainder,42 target flashes is not divisible by 10. Last 2 target flashes are not assigned to a character block.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test03.edf,E_01_SE001_CB_Test03.edf,low_currenttarget_agreement,Character block 1 majority agreement is 40.0%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test03.edf,E_01_SE001_CB_Test03.edf,low_currenttarget_agreement,Character block 2 majority agreement is 60.0%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test03.edf,E_01_SE001_CB_Test03.edf,low_currenttarget_agreement,Character block 3 majority agreement is 50.0%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test04.edf,E_01_SE001_CB_Test04.edf,fixed_block_remainder,16 target flashes is not divisible by 10. Last 6 target flashes are not assigned to a character block.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test04.edf,E_01_SE001_CB_Test04.edf,low_currenttarget_agreement,Character block 1 majority agreement is 40.0%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test05.edf,E_01_SE001_CB_Test05.edf,low_currenttarget_agreement,Character block 1 majority agreement is 60.0%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test05.edf,E_01_SE001_CB_Test05.edf,low_currenttarget_agreement,Character block 2 majority agreement is 50.0%.
StudyE,E_01,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_01/SE001/Test/CB/E_01_SE001_CB_Test05.edf,E_01_SE001_CB_Test05.edf,low_currenttarget_agreement,Character block 3 majority agreement is 60.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test01.edf,E_02_SE001_CB_Test01.edf,low_currenttarget_agreement,Character block 2 majority agreement is 40.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test01.edf,E_02_SE001_CB_Test01.edf,low_currenttarget_agreement,Character block 3 majority agreement is 60.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test01.edf,E_02_SE001_CB_Test01.edf,low_currenttarget_agreement,Character block 4 majority agreement is 50.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test02.edf,E_02_SE001_CB_Test02.edf,fixed_block_remainder,28 target flashes is not divisible by 10. Last 8 target flashes are not assigned to a character block.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test02.edf,E_02_SE001_CB_Test02.edf,low_currenttarget_agreement,Character block 1 majority agreement is 80.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test02.edf,E_02_SE001_CB_Test02.edf,low_currenttarget_agreement,Character block 2 majority agreement is 50.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test03.edf,E_02_SE001_CB_Test03.edf,low_currenttarget_agreement,Character block 4 majority agreement is 60.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test03.edf,E_02_SE001_CB_Test03.edf,low_currenttarget_agreement,Character block 5 majority agreement is 60.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test03.edf,E_02_SE001_CB_Test03.edf,low_currenttarget_agreement,Character block 6 majority agreement is 60.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test04.edf,E_02_SE001_CB_Test04.edf,fixed_block_remainder,33 target flashes is not divisible by 10. Last 3 target flashes are not assigned to a character block.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test04.edf,E_02_SE001_CB_Test04.edf,low_currenttarget_agreement,Character block 3 majority agreement is 60.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test05.edf,E_02_SE001_CB_Test05.edf,fixed_block_remainder,33 target flashes is not divisible by 10. Last 3 target flashes are not assigned to a character block.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test05.edf,E_02_SE001_CB_Test05.edf,low_currenttarget_agreement,Character block 1 majority agreement is 60.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test05.edf,E_02_SE001_CB_Test05.edf,low_currenttarget_agreement,Character block 2 majority agreement is 50.0%.
StudyE,E_02,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_02/SE001/Test/CB/E_02_SE001_CB_Test05.edf,E_02_SE001_CB_Test05.edf,low_currenttarget_agreement,Character block 3 majority agreement is 50.0%.
StudyE,E_03,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_03/SE001/Test/CB/E_03_SE001_CB_Test01.edf,E_03_SE001_CB_Test01.edf,fixed_block_remainder,26 target flashes is not divisible by 10. Last 6 target flashes are not assigned to a character block.
StudyE,E_03,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_03/SE001/Test/CB/E_03_SE001_CB_Test01.edf,E_03_SE001_CB_Test01.edf,low_currenttarget_agreement,Character block 1 majority agreement is 80.0%.
StudyE,E_03,SE001,Test,CB,/Users/shivank/Projects/P300_EEG_Speller/p300-llm-speller/data/raw/bigP3BCI_dataset/bigP3BCI-data/StudyE/E_03/SE001/Test/CB/E_03_SE001_CB_Test01.edf,E_03_SE001_CB_Test01.edf,low_currenttarget_agreement,Character block 2 majority agreement is 30.0%.
